t accel.x accel.y accel.z gyro.x gyro.y gyro.z mag.x mag.y mag.z
0.22 7.98141632815613 0.0221272226762294 -9.86649854622247 -0.00824239843442156 -0.974662010922615 -0.00501781802816346 0.0461770194618529 0 0.477773673273884
0.23 7.79042007899095 -0.0663466759220823 -9.98346982347634 -0.00845704721756325 -1.01406558722853 2.23131194477533e-05 0.0508838037698028 0 0.477295336782077
0.24 7.61033912163076 -0.0820393956750011 -10.1173764501244 -0.011929261173473 -1.04846954698568 0.00209642888329442 0.0557716138669838 0 0.476748914090711
0.25 7.41966224721416 0.0626150440813426 -10.2550690910366 -0.0101691836930625 -1.08670903375463 -0.00302217275074519 0.0608348953433328 0 0.47612930545028
0.26 7.21912639810868 -0.033695465935488 -10.4443863102086 -0.00748038754869946 -1.1270986200901 0.000308718320400581 0.0660677897297332 0 0.47543143265904
0.27 7.04277853257308 0.0181418061860498 -10.3831587564619 -0.00852491188404667 -1.16206811940322 -0.00244758013704233 0.0714641351289129 0 0.474650268503323
0.28 6.82243586039781 0.0309760028090594 -10.6745615600793 -0.0107443054980413 -1.19265281845272 0.00408095225614611 0.0770174682920374 0 0.473780866622835
0.29 6.56948957871744 -0.0570432095952036 -10.7376759618373 -0.0107342924060526 -1.22664923444922 0.00648941374632258 0.0827210282773029 0 0.472818391648152
0.3 6.32019148215686 0.071439960882946 -10.9077885781865 -0.0120313626889411 -1.2580795846167 0.00977501231957937 0.08856776176795 0 0.471758149453102
0.31 6.13388546671091 0.10111183779825 -10.914571479379 -0.0138656337860459 -1.29793532843102 0.00485333815304364 0.0945503301141488 0 0.47059561735667
0.32 5.87795096133769 0.0535504425456082 -11.1092190400741 -0.0107619950317901 -1.32574164358813 0.00133125906812954 0.100661118173997 0 0.469326474096615
0.33 5.65153604015209 -0.0258607943519931 -11.1338120501946 -0.0106607567157141 -1.34695765337011 0.0107448257049526 0.106892244994188 0 0.467946629392821
0.34 5.32199601879938 0.0309880221981738 -11.3202965269866 -0.00866188308923791 -1.37458283956192 0.00275618483395404 0.113235576350817 0 0.466452252913949
0.35 5.09624661736928 -0.00926733343158276 -11.4365118260851 -0.0073007157026649 -1.39896730233048 0.000682016652563797 0.119682739158251 0 0.464839802456263
0.36 4.87357107027334 0.030932864255681 -11.5099074515544 -0.0116567446130119 -1.42269385154673 0.00468167853069573 0.126225137734994 0 0.463106051141401
0.37 4.58345127977886 0.0267813611476391 -11.6645312722187 -0.00623421864659008 -1.4514027796956 0.000796085796564904 0.132853971893172 0 0.46124811344027
0.38 4.31050551542372 0.0514197617400181 -11.7195356693616 -0.00909849623273706 -1.47580720425833 0.00768252183244194 0.139560256798475 0 0.459263469832234
0.39 3.9928829323619 -0.0459163180803568 -11.8439412124421 -0.0102258578948004 -1.49570334650039 0.00635979718544398 0.146334844526544 0 0.45714998991293
0.4 3.71321913217199 -0.0614897058916222 -11.8884461731659 -0.00609263840827116 -1.51501961948656 0.00898991384988278 0.153168447221273 0 0.454905953770473
0.41 3.32906957095524 0.0410160862059435 -11.9927903681239 0.000741822485286402 -1.52938873111064 0.00515499951694344 0.160051661740356 0 0.452530071458407
0.42 3.08032204342731 0.0529196155910565 -12.0909998269707 0.00538623802805698 -1.54491554639442 -0.000120482572316388 0.166974995653935 0 0.450021500404557
0.43 2.76150639072341 -0.00483443998934086 -12.2048321692876 0.00121857581111928 -1.55991407065858 -0.00106213368059539 0.173928894443861 0 0.447379860607891
0.44 2.54237608887497 0.0150464820942907 -12.2033991745391 0.00528511801680168 -1.58261193502203 0.00413823861343877 0.180903769733883 0 0.444605247490479
0.45 2.20735202172781 0.0141311681877082 -12.2480970438852 0.00208555746142196 -1.58911857294424 0.0028250207535131 0.187890028365604 0 0.441698242288525
0.46 1.87018793543418 0.0398051116393233 -12.3717236746697 0.00190389538766858 -1.59644992000419 0.00390220087412243 0.194878102121215 0 0.438659919885135
0.47 1.51895799586118 0.00788792984498867 -12.2889354075894 -0.0029245683400682 -1.60729588429028 0.00269633790132502 0.201858477882185 0 0.435491854007727
0.48 1.29306635761276 -0.104399259201648 -12.324621951438 -0.00507345476895076 -1.61394379690769 0.00488448227554215 0.2088217280039 0 0.432196119734392
0.49 0.950043276162128 0.0774201205893596 -12.4451489344615 -0.00137424827493317 -1.61752885450152 -0.00428121976137502 0.215758540679331 0 0.428775293276007
0.5 0.653425449209207 -0.0310999740060327 -12.4393665487054 -0.00733228931507471 -1.627176888618 -0.00448039232369398 0.222659750060204 0 0.42523244902421
0.51 0.353344557721348 0.01932533839548 -12.4101025741632 -0.00450504805032747 -1.62371811872899 -0.00344055266624662 0.229516365902552 0 0.421571153879017
0.52 -0.00462487791145685 -0.0267870650996321 -12.5014776968283 -0.00536960747116913 -1.62730356182064 -0.00755301328784385 0.236319602504613 0 0.417795458893538
0.53 -0.224795325981811 -0.0363913951139511 -12.4989261125533 -0.0036785321331086 -1.63051321403955 -0.00545648102474871 0.24306090670881 0 0.413909888296826
0.54 -0.602297453013781 -0.0248814072450113 -12.4498897277936 -0.006270082670057 -1.62746094513692 -0.00362166609427942 0.249731984746123 0 0.409919425978767
0.55 -1.06789363771928 0.0338511550940466 -12.4216618782256 -0.00593222933178179 -1.62112118031871 -0.000775130843331657 0.256324827710297 0 0.405829499542957
0.56 -1.3190996862908 0.0327655434722677 -12.3575397521028 -0.00434892429321628 -1.61591134441789 -0.00361585391148923 0.262831735461046 0 0.401645962054313
0.57 -1.59171638572658 0.0299346112932939 -12.3320159454324 -0.00631102932062085 -1.60603656298534 -0.00351490482532339 0.269245338769471 0 0.39737507162744
0.58 -1.91720089829578 0.0245517594471778 -12.2810634365337 -0.00814823375054714 -1.59787018907445 -0.00680305203070717 0.275558619535071 0 0.393023469019251
0.59 -2.17795687267928 0.0137894332989503 -12.2955308929734 -0.00676849369754773 -1.58924985534734 -0.00687837038040391 0.28176492892187 0 0.388598153404842
0.6 -2.55964084294992 -0.0549145558191444 -12.1894468183253 -0.00480581837560909 -1.58242572766449 -0.000225932840953956 0.287858003280898 0 0.384106456528831
0.61 -2.71040864637982 0.0429213696690895 -12.1990770092934 -0.00645542584463521 -1.56074687554454 -0.00182618331107013 0.293831977747384 0 0.37955601543522
0.62 -3.08666823687087 0.0327274246020427 -12.0243508205116 -0.000149306333584566 -1.55492695220214 -0.00912636894052032 0.299681397423146 0 0.374954743987205
0.63 -3.33002730437584 -0.043304068907269 -11.9856017471021 -0.00434872668207574 -1.53918415754439 -0.00270650805841494 0.305401226077528 0 0.370310803394045
0.64 -3.63804307447349 0.00600850800828339 -11.9098889537618 -0.00697996112678099 -1.52523779345309 -0.00240144862028487 0.310986852323483 0 0.365632571965261
0.65 -3.98686280982152 -0.0270305352925825 -11.7703392831232 -0.00460174699926816 -1.5042266973393 -0.000230633486702343 0.316434093248758 0 0.360928614312909
0.66 -4.26908208442817 0.0556718405083867 -11.7092916856698 -0.00195258429567989 -1.48468215456532 0.000916084606788498 0.321739195505177 0 0.3562076502206
0.67 -4.60590172533603 -0.0394519700114721 -11.6376313483352 -0.00273337132004774 -1.46098176461662 0.000153804160196397 0.326898833881619 0 0.351478523393446
0.68 -4.82029257888447 0.00858317938749104 -11.5346072182397 0.00124847507806854 -1.4359687776943 -0.00174536314952721 0.331910107407973 0 0.346750170296177
0.69 -5.09532231134698 0.0109416941433325 -11.4227315441652 0.00243075635915466 -1.41280773905037 0.000917088411012865 0.336770533057991 0 0.34203158927771
0.7 -5.36365829519221 0.0467607176943304 -11.3784549760439 0.00347280088207731 -1.39026446253772 -0.00344952917424153 0.341478037138328 0 0.337331810169386
0.71 -5.66675036643089 -0.0415159973899684 -11.22380785387 0.00345439667499936 -1.36472390858077 -0.00340262398420615 0.346030944468838 0 0.332659864531332
0.72 -5.8571542338484 -0.00410686632567647 -11.0788620703374 -0.00379124728912685 -1.32881270471686 -0.00204156979723339 0.350427965475252 0 0.328024756707288
0.73 -6.12786118058487 0.0915525779324532 -10.9966844245012 -0.00608216745915003 -1.30201566375581 -0.00345299423393405 0.354668181329995 0 0.323435435832368
0.74 -6.31340237780907 -0.0116548802477719 -10.8373573674254 -0.00394125876560528 -1.26457896004975 0.000664613985945615 0.358751027289034 0 0.318900768922032
0.75 -6.53000551188312 0.00936651928467382 -10.7491506622213 -0.00675413279429739 -1.23538799691154 -0.00704963700328806 0.36267627438324 0 0.314429515153226
0.76 -6.76710176537025 0.0176774802330339 -10.5647762809348 -0.00736641082906762 -1.20218733255067 -0.00624703749969108 0.366444009631282 0 0.310030301430923
0.77 -7.05959314700435 0.0224750620143547 -10.5647491959983 -0.00545517522451717 -1.16888806988797 -0.00961283325014045 0.370054614947571 0 0.305711599315441
0.78 -7.20956549913772 0.00514952227546057 -10.3810553172849 -0.003952553429603 -1.1258690697425 -0.00680677745638418 0.37350874492349 0 0.301481703368015
0.79 -7.33827883816915 -0.0525847788591363 -10.2890252544163 -0.00456307128281578 -1.09129209036109 -0.00481911733543627 0.376807303662757 0 0.297348710954669
0.8 -7.57464092743435 0.041470159047093 -10.1000767228215 -0.0027544093993721 -1.05902193397736 -0.00330469057135797 0.379951420852828 0 0.293320503531405
0.81 -7.79717370833575 0.0661949544710401 -10.083342527219 -0.0093830513329876 -1.01531399851017 -0.00446649791474427 0.382942427253548 0 0.289404729417405
0.82 -7.96290676954472 0.0382690827164245 -9.94714846984937 -0.00115301889653951 -0.974002784850788 -0.00318777373700204 0.38578182978207 0 0.285608788047564
0.83 -8.05650387877394 -0.0672074065207213 -9.79156640372355 -0.00760760463725473 -0.936989439787571 -0.00468508352602323 0.388471286369496 0 0.281939815681342
0.84 -8.25646242970062 -0.055135206795358 -9.66956218040751 -0.00517163971519925 -0.898386004470737 -0.00105376172295243 0.391012580759859 0 0.278404672531756
0.85 -8.48103899615592 0.00897696244381707 -9.56869129426137 -0.00190609540871594 -0.856970415863523 -0.00482038007496679 0.393407597416235 0 0.275009931266465
0.86 -8.5657203768011 -0.010902779045051 -9.50290971411854 -0.00915153187792684 -0.812055450071371 -0.0055874840216669 0.395658296691954 0 0.271761866822447
0.87 -8.75267504721281 0.0273739182625888 -9.29744475379636 -0.00237824775762469 -0.770066560177067 -0.0035820490116112 0.397766690417401 0 0.268666447466719
0.88 -8.88823255127512 0.0683274224779806 -9.21698336820819 -0.00632843110057472 -0.719896834237594 -0.00378881287365406 0.399734818044757 0 0.265729327027946
0.89 -9.01307263378627 0.026276096380624 -9.09520789236699 -0.00664912835703044 -0.678603869832265 -0.0019005792288491 0.401564723484485 0 0.262955838217806
0.9 -9.0873267718006 0.032753630304859 -9.15130880502552 -0.00463701818446966 -0.631330733980694 -0.0056741654575907 0.40325843275854 0 0.260350986956313
0.91 -9.18123876525236 0.0186315758803055 -8.99553887838824 -0.00770018128630686 -0.589293746936297 -0.00504780615379539 0.40481793258622 0 0.257919447612271
0.92 -9.28929666330014 0.00670816156351399 -8.91401194517669 -0.00624763557360696 -0.541692667514678 -0.00469143860923457 0.40624515000954 0 0.255665559068338
0.93 -9.38503576187625 -0.0388049371460201 -8.8540025401508 -0.0025973353068362 -0.494909861954357 -0.00254797860207468 0.407541933155952 0 0.253593321519928
0.94 -9.4704560352824 -0.0307342944361044 -8.72217220747672 -0.000824335682995786 -0.446117464248767 -0.00562547607273249 0.408710033227326 0 0.251706393918228
0.95 -9.52487724708154 0.0163543654054178 -8.72723997466336 -0.00701172391284599 -0.401528485641881 -0.00542793752426034 0.409751087795439 0 0.250008091969948
0.96 -9.62306700516704 0.00482104319880564 -8.60809111652175 -0.00927657613922832 -0.352485159750626 -0.00546759671111142 0.410666605475735 0 0.248501386609888
0.97 -9.60317889082003 -0.0567533058541914 -8.63564876446549 -0.00796302774808404 -0.298893406090339 -0.00509995658516751 0.411457952042987 0 0.247188902866999
0.98 -9.74402310792223 -0.0153370791728111 -8.55663882925634 0.000151384192201481 -0.255634173296911 -0.00830785697415774 0.412126338044667 0 0.246072919050214
0.99 -9.78911066069515 0.0238774253489883 -8.63440012851562 -0.00308333160147476 -0.210042269536875 -0.00268413876936728 0.412672807960304 0 0.245155366186748
1 -9.76968557873684 -0.0340958248502196 -8.4792941891417 -0.00841202111311575 -0.159676998620929 -0.0015029164537103 0.413098230947949 0 0.244437827652913
1.01 -9.83416449219132 0.0133112700247306 -8.49952733242222 -0.00754894617215064 -0.111446045261539 -0.00277247779827709 0.41340329321198 0 0.243921538945395
1.02 -9.8331064721083 -0.0495822370763058 -8.46660543375306 -0.010977551498155 -0.0630056240997816 -0.00443814786535757 0.413588492019897 0 0.243607387549532
1.03 -9.78544267362162 0.0590920349744455 -8.51483672946629 -0.0127811393762728 -0.009812542912571 -0.0064826691209262 0.413654131389396 0 0.243495912870184
1.04 -9.74877191612331 0.0931752382521089 -8.48229192666208 -0.0107036004911074 0.0413712176311052 -0.0048263340548166 0.413600319460879 0 0.243587306200177
1.05 -9.83522698937634 0.00352208805930579 -8.50624359018609 -0.00722479685627593 0.0876779759803401 -0.00311205173100415 0.413426967564534 0 0.243881410711014
1.06 -9.7358084763518 -0.0368113681477439 -8.50955673215963 -0.00961008386505898 0.139031931883842 -0.00198159687791928 0.413133790985215 0 0.244377721460416
1.07 -9.75821676679606 -0.00739382693402461 -8.52456834718859 -0.00868345689629532 0.188099742668294 0.000287421331972893 0.412720311422487 0 0.245075385421151
1.08 -9.74497688586126 -0.0368526231427446 -8.5608488348995 -0.00895336793547274 0.234315962873883 0.00703662103541306 0.412185861137257 0 0.24597320154549
1.09 -9.72573361137985 0.00406271897467351 -8.68094944954533 -0.00989343694883341 0.28418201075383 0.00483591840968913 0.411529588770475 0 0.247069620889343
1.1 -9.61164532956573 -0.0195106142017296 -8.60605166587422 -0.0105837686163569 0.331566793229326 0.0045418250609033 0.410750466813202 0 0.248362746829584
1.11 -9.60175371279051 -0.0184701806925248 -8.72944735729625 -0.00999423930633709 0.380706216426337 0.00897681288257731 0.409847300701048 0 0.249850335417155
1.12 -9.48392039779107 -0.042630417276993 -8.82308788340672 -0.012360108788423 0.426405187881792 0.00975501336803339 0.408818739499404 0 0.251529795917141
1.13 -9.38914205763917 -0.0238251048856869 -8.78903998093347 -0.00566513895157238 0.474608371212972 0.0061820168710306 0.407663288139057 0 0.25339819159507
1.14 -9.30787465714725 0.0160877447619357 -9.00075829943828 -0.000513403749585248 0.522836365073381 0.00852482822978791 0.406379321154614 0 0.255452240815998
1.15 -9.23812470866655 0.002793425462842 -9.00675273243208 -0.00336383569393055 0.568485147190558 0.00328045895526613 0.404965097870696 0 0.257688318529533
1.16 -9.04294716286045 0.0198591403551253 -9.05294528762983 -0.00809338509310753 0.617578492964718 0.00109945738958323 0.403418778973067 0 0.260102458219602
1.17 -8.9588565673083 -0.00181002066963699 -9.20724204853221 -0.00680294882067071 0.656120008365034 0.00330671823158431 0.401738444393745 0 0.262690354402467
1.18 -8.92075735790725 0.0257250587892142 -9.20876834629995 -0.00836157273450407 0.705595116064093 -0.00122841853236192 0.399922112430704 0 0.265447365760075
1.19 -8.76539084690565 -0.0202376270738378 -9.28437663004033 -0.00780116585255039 0.752373768700483 -0.00149239930382173 0.397967760014117 0 0.268368518998309
1.2 -8.59413504603831 -0.000466151952228782 -9.44666249362664 -0.00814165462392443 0.793998560507149 0.00407523633418062 0.395873344022206 0 0.271448513520845
1.21 -8.44406556589682 0.0574987532719944 -9.52140777018745 -0.00504716426049667 0.827628498610511 -8.03570878220212e-05 0.393636823540725 0 0.27468172700922
1.22 -8.27103183191836 -0.0141613532619823 -9.69459508732229 -0.00884912520182118 0.86838351719928 0.000587310536516502 0.391256182951044 0 0.278062221998205
1.23 -8.27403968273061 0.00141661616401954 -9.775912308195 -0.00983638718662991 0.909291007712215 -0.000614377277455875 0.388729455722745 0 0.281583753532583
1.24 -8.02607029658935 0.0418505013748109 -9.91886986143395 -0.0101967697213572 0.951731608665747 0.00184610074977138 0.386054748777805 0 0.285239777987058
1.25 -7.8324314066127 0.0317255957006242 -9.93474386250883 -0.010933930085524 0.99392812745193 0.00300112514456472 0.383230267284814 0 0.289023463125072
1.26 -7.61219075249916 0.00617962601835037 -10.1198560749105 -0.0151918691334114 1.03228813427432 0.00308836509103678 0.380254339733557 0 0.292927699464896
1.27 -7.40838583579387 0.0106750136109114 -10.2374862056485 -0.00983922192360853 1.0712110386482 0.00323311600786687 0.377125443132661 0 0.29694511301248
1.28 -7.21950852760485 0.0348231768824707 -10.3425048589213 -0.0114340589384099 1.10794712951455 0.002990571050047 0.37384222816619 0 0.301068079410186
1.29 -7.02479734761719 -0.0110261047717568 -10.5135843603891 -0.012741065621904 1.14278445073792 0.00663668461855473 0.370403544139082 0 0.305288739538829
1.3 -6.85908776434412 -0.00522039533805911 -10.51320801312 -0.0111314630757387 1.17414154793249 0.00420633607578922 0.366808463536399 0 0.309599016597383
1.31 -6.54940727750768 -0.00238860025809617 -10.7304673083765 -0.0128464452693313 1.21027997821429 0.00512956788689546 0.363056306017678 0 0.313990634670524
1.32 -6.37847750899995 -0.0399091404693236 -10.9209137457837 -0.00771094088613252 1.24467108466327 0.00621896872153807 0.359146661665318 0 0.318455138778852
1.33 -6.08261552668314 -0.0243938824211236 -10.9414005362807 -0.00992536983571787 1.27541105122074 0.00832785132867985 0.355079413305098 0 0.322983916390441
1.34 -5.90506045700424 0.0150634054359636 -11.0627749111434 -0.00646371745667837 1.30016537335327 0.002664615776043 0.350854757717757 0 0.327568220355416
1.35 -5.63657354587015 0.0770393315001683 -11.2441883811445 -0.00436369049807887 1.32772722311519 0.000957342645268907 0.346473225563116 0 0.332199193207765
1.36 -5.40253179173377 0.0311004809286759 -11.3157970799091 -0.00256354367597147 1.36334044940903 0.00602865451746875 0.341935699842666 0 0.336867892760807
1.37 -5.04926021881213 0.0184980011388338 -11.4284262947581 -0.00821973765397919 1.38755076875812 0.0100926225802641 0.337243432732867 0 0.341565318904821
1.38 -4.88984523240654 -0.0202694103867392 -11.4801048561788 -0.00103063828646244 1.40903153814898 0.0058067945338216 0.332398060629755 0 0.346282441497656
1.39 -4.58189631658679 -0.0557115872532579 -11.5690682645489 -0.000415266332533869 1.43639021032303 0.00609694969653587 0.327401617255703 0 0.351010229221814
1.4 -4.27222385953029 0.0206753330006903 -11.6661862630661 -0.00177503692767661 1.45489884930565 0.00555736022969129 0.322256544691462 0 0.355739679264936
1.41 -3.98712875913519 -0.0843318317265345 -11.8627800053622 -0.00187097665204951 1.47221896125358 0.0072420310474497 0.316965702210772 0 0.360461847664954
1.42 -3.73742397812492 0.032356732299788 -11.9144689243121 -0.00925079101429734 1.49324247685519 0.0100632473055971 0.311532372810762 0 0.365167880146784
1.43 -3.38909661630382 0.00385129039222257 -11.9805791024069 -0.00971079822766973 1.51065599022973 0.008435230104479 0.305960267349069 0 0.369849043264527
1.44 -3.14351845536136 -0.0493535807400926 -12.0726139029273 -0.0151492145854151 1.52368863203601 0.00511182034986002 0.300253526217752 0 0.374496755651909
1.45 -2.79179837147049 -0.0164448272152534 -12.1211373077863 -0.00975963536130486 1.5436332593981 0.00261352811515444 0.294416718504626 0 0.379102619174502
1.46 -2.54915336691762 0.0295003281355021 -12.1340571326282 -0.00981441572925058 1.55598055183456 0.006730235364301 0.288454838614243 0 0.383658449770145
1.47 -2.21754861642436 0.00753614649372306 -12.228944457861 -0.00860171865987929 1.56833267902093 0.00934020965499495 0.282373300343235 0 0.388156307759219
1.48 -1.91732978298641 0.0151178132752396 -12.2968136951997 -0.00836653469855624 1.58045634347576 0.00553480409298451 0.276177928427793 0 0.392588527404116
1.49 -1.61672568364933 -0.0525388218601752 -12.2644594251918 -0.00790362666992213 1.5869476593668 0.00816028515771244 0.269874947604347 0 0.396947745497504
1.5 -1.25977698840247 0.048390319706075 -12.3735152490069 -0.0112894576225975 1.5926598767782 0.000178512375505792 0.263470969247817 0 0.401226928761786
1.51 -0.971611354150174 -0.0393775921313475 -12.3807088935099 -0.00638627028514604 1.59580746092657 0.00545814275884035 0.256972975674717 0 0.405419399847715
1.52 -0.665489106390906 -0.0237635727402521 -12.3832364212083 -0.0053818291983244 1.60500648372914 -0.00200004465354161 0.250388302220593 0 0.409518861728113
1.53 -0.339753179699771 -0.0351598805983478 -12.4393408865214 -0.00106676693511783 1.60681145320822 0.00356383401945175 0.243724617222532 0 0.413519420293328
1.54 -0.016769002417166 0.066329695923289 -12.4340260398403 -0.00866988124060473 1.60953886716826 0.00494079488247404 0.236989900057334 0 0.417415604968016
1.55 0.244858581188212 -0.0385356522786454 -12.4954328261217 -0.00716462996812323 1.60957576174735 0.00109841762179846 0.230192417404248 0 0.421202387184105
1.56 0.623201834203263 0.0154386377185668 -12.4345684306648 -0.00790061833747031 1.61001572435587 -0.00187208162246206 0.223340697917544 0 0.424875196562125
1.57 0.936617024692057 -0.0157892855008003 -12.4179831359363 -0.0155999384377107 1.60425699034356 -0.00673386168072432 0.216443505508492 0 0.428429934672165
1.58 1.23773847003549 -0.0288006906859801 -12.3873664776264 -0.0101009730190957 1.59758849115144 -0.00490226074123942 0.209509811448219 0 0.431862986266399
1.59 1.63143344771045 -0.036410337492288 -12.3320811807229 -0.0135993346358726 1.59020064534657 0.00287696743389504 0.202548765512379 0 0.435171227897033
1.6 1.86600824884986 -0.00942023274173421 -12.2564343546607 -0.0092737860106697 1.58161652406989 0.00258994843031991 0.195569666395346 0 0.438352033856367
1.61 2.17933039362603 0.0130349093141126 -12.249124496445 -0.00552732622189736 1.57121697304429 0.00361309483424645 0.188581931625744 0 0.441403279399126
1.62 2.52892305066375 -0.00678416037961835 -12.2431319838014 -0.00442105190621705 1.56495100609222 0.00553304184599914 0.181595067216439 0 0.444323341230975
1.63 2.85034059948925 -0.0363698754444849 -12.1507375176322 -0.00543950546868073 1.54881198308332 -0.0039692974022097 0.174618637280702 0 0.447111095270774
1.64 3.10850769348007 0.0119978921498066 -12.0869008588817 -0.0103250781534077 1.53094790039766 -0.00183659760581324 0.16766223384216 0 0.449765911717481
1.65 3.43959319331403 -0.0550103223050312 -12.0290509640678 -0.00703817007093028 1.51566142593856 -0.00212197332724118 0.160735447059396 0 0.452287647475162
1.66 3.73766542365655 -0.024434922215791 -11.9477158568701 -0.00977401963602975 1.49540577593202 0.000673218383378508 0.15384783607691 0 0.45467663601119
1.67 3.93067893912852 0.0401694530878263 -11.8502913142851 -0.00444171376051342 1.47469401155104 -0.00261592560712256 0.147008900702683 0 0.456933674743051
1.68 4.28871036666256 -0.00545468268380979 -11.672566282584 -0.0131585493353723 1.45926304919041 -0.00249114254334435 0.140228054099 0 0.459060010067974
1.69 4.48515318941808 0.0183591912563603 -11.6272426081354 -0.0132803149746695 1.4363818657213 -0.00409217298149767 0.133514596657843 0 0.461057320166694
1.7 4.81387199035884 0.0268907405031421 -11.5636376551722 -0.00875438041889429 1.41517336009416 -0.00537452171067644 0.126877691215105 0 0.46292769572788
1.71 5.05242735998443 -0.0229011361078787 -11.4412017071082 -0.00644124808453405 1.38523949699565 -0.00326031733331014 0.120326339739624 0 0.464673618752845
1.72 5.33924041946288 -0.0133004760068589 -11.3237552523994 -0.0082790136021753 1.35909001619023 -0.00189398212554437 0.113869361613648 0 0.466297939611254
1.73 5.61246866125727 -0.0507031408671423 -11.1575725423508 -0.00642029479603215 1.33979305996508 -0.00191771658100238 0.107515373601299 0 0.467803852527289
1.74 5.76706063529125 0.0209833243310172 -11.086231267937 -0.00390679141952221 1.31141280283844 -0.00397007672640482 0.101272771581052 0 0.469194869682408
1.75 6.05878747842163 -0.0474909994206376 -11.0531978471716 -0.00678370465960393 1.27538684184858 -0.00571094348908745 0.0951497140975619 0 0.470474794125203
1.76 6.33423231503397 -0.10143858835063 -10.8021432586602 -0.00793218759216572 1.23727208018047 -0.00415743709327313 0.089154107767596 0 0.471647691681157
1.77 6.60973404484422 0.0421360899178842 -10.7175199838395 -0.00949762697944833 1.20935561614644 -0.00550259852475195 0.0832935945546449 0 0.472717862055335
1.78 6.79074527654746 0.012482741958567 -10.6555960976381 -0.00852531242862288 1.17962894305339 -0.00643148540707129 0.0775755409071711 0 0.473689809319305
1.79 6.89049203484636 0.0114131193112527 -10.5021607363318 -0.00556715565708652 1.14575705190483 -0.00565145945808007 0.072007028736712 0 0.474568211970113
1.8 7.17645855505273 -0.013055258450799 -10.3766503649431 -0.00819104903908494 1.11060291593455 -0.00461244317432174 0.0665948481943818 0 0.475357892743949
