0.918;99912.5
1.926;99912.5
2.917;99911.2
3.928;99914.9
4.918;99917.1
5.917;99915.4
6.922;99911.2
7.919;99915.8
8.917;99909.5
9.924;99912.9
10.917;99917.1
11.918;99902
12.917;99909.5
13.917;99913.7
14.916;99914.1
15.917;99907.9
16.92;99907.9
17.915;99908.3
18.916;99917.1
19.916;99914.1
20.922;99902
21.916;99911.2
22.925;99915.4
23.916;99909.5
24.915;99905
25.915;99911.2
26.919;99910.8
27.919;99911.2
28.915;99911.2
29.915;99914.6
30.915;99907.9
31.923;99920.4
32.914;99912.5
33.915;99908.8
34.915;99911.2
35.923;99911.2
36.914;99908.3
37.914;99910
38.928;99916.3
39.914;99911.2
40.914;99913.4
41.916;99913.4
42.917;99912.9
43.912;99915.8
44.915;99914.6
45.917;99907.1
46.913;99911.7
47.913;99912.9
48.913;99905.4
49.912;99914.6
50.913;99913.4
51.913;99913.4
52.919;99908.8
53.912;99908.8
54.918;99905.9
55.911;99905.4
56.917;99908.8
57.913;99915.1
58.912;99915.1
59.917;99910.5
60.913;99907.1
61.911;99911.7
62.911;99916.3
63.911;99924.3
64.91;99909.3
65.912;99909.3
66.911;99916.3
67.917;99907.6
68.917;99909.8
69.91;99908.8
70.91;99916.8
71.91;99911.7
72.913;99913.9
73.91;99912.2
74.91;99907.6
75.919;99912.2
76.91;99912.2
77.911;99908.1
78.916;99915.1
79.91;99908.8
80.918;99908.8
81.909;99904.7
82.909;99909.3
83.914;99915.1
84.908;99913.9
85.909;99918
86.913;99919.2
87.908;99901.8
88.909;99912.2
89.914;99913.9
90.908;99913.9
91.91;99910.5
92.908;99919.7
93.908;99903.5
94.91;99913.9
95.911;99909.3
96.907;99916.8
97.912;99912.7
98.907;99917
99.907;99915.3
100.917;99922.8
101.908;99924.5
102.914;99918.7
103.908;99919.4
104.911;99917
105.907;99922.1
106.906;99918.7
107.906;99914.1
108.906;99918.7
109.906;99915.8
110.907;99911.2
111.908;99918.7
112.905;99917.5
113.912;99914.1
114.905;99921.6
115.905;99920.4
116.905;99915.3
117.906;99918.2
118.907;99913.6
119.905;99910
120.91;99918.7
121.904;99917.5
122.904;99915.8
123.906;99912.9
124.904;99912.4
125.905;99914.1
126.906;99915.8
127.904;99917
128.908;99919.9
129.903;99920.4
130.908;99911.2
131.904;99914.1
132.911;99923.3
133.903;99914.6
134.903;99918.7
135.903;99912.4
136.908;99912.9
137.904;99917
138.903;99912.4
139.905;99917
140.907;99912.9
141.903;99914.6
142.902;99922.1
143.902;99919.2
144.904;99917.5
145.907;99917.5
146.902;99911.7
147.902;99916.3
148.902;99914.6
149.901;99910
150.909;99919.7
151.902;99911.7
152.901;99911.7
153.901;99916.3
154.902;99917.5
155.907;99925
156.902;99917.5
157.9;99922.1
158.91;99915.8
159.9;99912.9
160.9;99914.6
161.903;99920.9
162.9;99917.5
163.9;99914.6
164.9;99914.6
165.908;99913.4
166.899;99919.2
167.9;99923.8
168.899;99922.1
169.9;99916.3
170.899;99913.4
171.907;99925.5
172.899;99913.4
173.899;99914.6
174.902;99913.4
175.899;99914.6
176.898;99918.5
177.898;99912.2
178.908;99910.9
179.898;99916.3
180.898;99915.1
181.898;99919.2
182.897;99907.6
183.898;99913.4
184.898;99912.2
185.9;99914.6
186.9;99913.9
187.897;99915.5
188.898;99909.3
189.898;99913.4
190.897;99912.2
191.901;99910.5
192.897;99919.7
193.896;99912.2
194.902;99907.6
195.896;99909.3
196.897;99909.3
197.896;99910.5
198.897;99910.5
199.904;99912.2
200.896;99907.4
201.896;99907.4
202.896;99901.6
203.901;99909.1
204.897;99907.9
205.895;99907.4
206.895;99906.2
207.908;99906.2
208.895;99907.9
209.901;99909.1
210.895;99907.4
211.895;99909.1
212.895;99909.5
213.898;99912
214.899;99910.8
215.894;99907.9
216.894;99912
217.898;99916.1
218.894;99910.8
219.901;99907.9
220.894;99907.9
221.895;99909.1
222.893;99910.8
223.9;99901.6
224.894;99909.1
225.893;99912.5
226.902;99907.9
227.893;99912
228.892;99912.5
229.901;99907.4
230.893;99910.8
231.892;99903.3
232.892;99907.9
233.904;99909.1
234.892;99915.4
235.892;99909.5
236.892;99906.2
237.892;99917.1
238.892;99912.5
239.895;99910.8
240.892;99913.7
241.896;99909.1
242.892;99906.2
243.892;99910.8
244.896;99904.5
245.891;99910.8
246.891;99909.1
247.891;99910.3
248.897;99901.1
249.891;99907.4
250.89;99907.9
251.89;99915.4
252.895;99910.8
253.89;99913.7
254.891;99912.5
255.89;99909.5
256.891;99911.3
257.89;99908.3
258.891;99903.7
259.889;99910
260.89;99912.9
261.89;99918.8
262.889;99911.3
263.889;99908.3
264.89;99914.6
265.891;99913.4
266.896;99916.3
267.889;99910
268.889;99912.9
269.888;99910.5
270.895;99917.5
271.888;99914.6
272.887;99908.8
273.887;99910.5
274.892;99913.4
275.891;99913.4
276.888;99915.1
277.893;99911.7
278.887;99921.4
279.887;99921.4
280.889;99911.7
281.897;99908.8
282.887;99910.5
283.887;99913.4
284.894;99918.5
285.887;99911.7
286.885;99916.3
287.895;99913.4
288.886;99911.7
289.886;99911.7
290.885;99910.5
291.885;99915.1
292.888;99911.7
293.885;99912.2
294.892;99913.4
295.885;99911.7
296.885;99918
297.886;99918
298.886;99918.5
299.885;99915.1
300.887;99929.3
301.885;99923.5
302.89;99929.3
303.885;99924.2
304.889;99926.4
305.885;99927.6
306.884;99927.1
307.891;99924.7
308.885;99929.3
309.884;99929.3
310.883;99926.4
311.885;99932.2
312.89;99929.3
313.883;99932.7
314.891;99924.7
315.883;99929.3
316.883;99929.3
317.882;99929.8
318.884;99929.8
319.891;99931
320.883;99926.9
321.889;99922.3
322.883;99926.9
323.883;99928.6
324.892;99931.5
325.882;99927.4
326.889;99922.8
327.882;99924.5
328.887;99927.4
329.883;99926.9
330.882;99937.8
331.881;99930.3
332.888;99934.4
333.881;99921.1
334.881;99927.4
335.88;99931.5
336.88;99929.8
337.882;99928.6
338.88;99925.7
339.881;99921.1
340.879;99925.7
341.88;99924
342.883;99928.6
343.88;99930.3
344.879;99931
345.885;99929.8
346.88;99931
347.891;99923.5
348.88;99929.8
349.879;99923.5
350.881;99925.2
351.879;99931.5
352.884;99922.3
353.879;99928.1
354.879;99931.5
355.878;99929.8
356.879;99926.4
357.881;99931
358.879;99929.8
359.878;99929.3
360.878;99926.4
361.884;99926.4
362.878;99929.8
363.88;99932.7
364.878;99924
365.882;99926.9
366.878;99931
367.877;99923.5
368.889;99929.8
369.877;99932.7
370.877;99931.5
371.876;99929.8
372.88;99922.3
373.884;99929.8
374.877;99928.6
375.886;99928.6
376.877;99920.6
377.876;99928.6
378.878;99939
379.878;99926.9
380.876;99928.6
381.878;99930.3
382.875;99933.2
383.875;99924
384.875;99932
385.877;99929.1
386.879;99927.4
387.875;99930.7
388.875;99930.7
389.874;99929.1
390.88;99929.1
391.875;99926.1
392.88;99929.5
393.875;99934.1
394.879;99934.9
395.875;99927.8
396.874;99929.5
397.875;99932.4
398.883;99925.4
399.874;99924.9
400.874;99929.5
401.878;99924.9
402.874;99928.3
403.877;99931.2
404.882;99934.1
405.874;99926.6
406.879;99928.3
407.874;99926.6
408.873;99931.2
409.876;99924.9
410.875;99926.6
411.874;99931.2
412.872;99931.2
413.88;99931.2
414.872;99923.2
415.875;99929.5
416.872;99934.1
417.872;99924.9
418.874;99928.3
419.872;99931.2
420.875;99930
421.873;99928.3
422.872;99929.5
423.872;99922
424.877;99927.8
425.871;99922
426.871;99929.5
427.871;99934.1
428.872;99929.5
429.87;99926.6
430.879;99929.5
431.871;99924.9
432.875;99920.3
433.87;99930.7
434.869;99932.4
435.875;99930.7
436.869;99934.1
437.869;99931.2
438.869;99929.1
439.874;99932.4
440.872;99927.8
441.869;99930.7
442.875;99927.8
443.869;99932.4
444.869;99929.5
445.869;99922
446.871;99929.5
447.869;99929.5
448.874;99932.4
449.869;99929.5
450.868;99924.9
451.875;99932.4
452.869;99927.8
453.868;99929.5
454.868;99928.3
455.872;99926.1
456.867;99929.1
457.867;99934.1
458.868;99924.9
459.867;99929.1
460.874;99930
461.867;99931.2
462.867;99922
463.874;99931.2
464.867;99929.1
465.875;99925.4
466.866;99927.8
467.866;99926.6
468.872;99931.2
469.866;99926.6
470.866;99924.9
471.866;99926.6
472.866;99926.1
473.865;99930
474.866;99929.5
475.87;99927.8
476.869;99926.1
477.865;99932.9
